GW,id,value,opponent,total_points
1,76,65,22,1
1,253,55,21,6
1,705,45,7,2
1,656,40,15,0
1,106,45,14,0
1,181,45,9,1
1,178,50,9,0
1,213,80,25,0
1,809,55,11,6
1,215,55,25,0
1,382,65,30,0
1,171,45,9,0
1,25,75,15,6
1,783,50,1,1
1,42,50,19,0
1,438,50,26,2
1,450,45,10,0
1,539,50,23,1
1,833,45,27,0
1,815,55,21,6
1,569,60,22,6
1,0,50,15,0
1,229,80,11,8
1,756,75,24,1
1,718,55,7,2
1,388,45,27,0
1,63,45,0,0
1,778,45,1,0
1,617,45,10,0
1,190,55,25,1
1,180,55,9,1
1,469,55,10,1
1,96,100,22,0
1,216,75,25,1
1,594,50,24,5
1,589,50,25,0
1,307,65,6,3
1,830,65,27,2
1,81,105,22,0
1,807,55,11,6
1,541,45,10,1
1,730,50,22,0
1,146,45,9,0
1,224,50,11,0
1,781,60,1,3
1,203,50,25,5
1,468,50,10,0
1,850,55,26,1
1,254,60,21,5
1,389,50,30,3
1,392,65,30,0
1,320,50,26,2
1,415,55,23,0
1,226,45,11,0
1,362,45,29,9
1,233,45,11,0
1,499,75,29,0
1,232,50,11,6
1,737,45,22,0
1,824,45,27,1
1,872,45,23,1
1,19,45,15,0
1,293,50,6,6
1,4,50,15,0
1,624,105,11,1
1,136,45,24,0
1,435,50,3,0
1,77,65,22,-3
1,701,45,7,0
1,319,45,26,2
1,564,55,30,0
1,484,70,25,2
1,333,45,26,0
1,713,60,7,1
1,328,45,26,0
1,324,45,26,0
1,230,65,11,0
1,23,55,15,10
1,822,40,27,0
1,367,85,29,0
1,570,50,3,0
1,36,50,19,1
1,779,45,1,0
1,402,125,30,1
1,152,50,9,3
1,512,50,30,1
1,267,80,21,11
1,401,80,30,1
1,406,45,23,1
1,379,55,30,7
1,5,60,15,1
1,331,50,26,0
1,487,50,24,3
1,235,55,11,0
1,840,45,27,2
1,423,55,23,0
1,717,55,7,1
1,566,70,9,0
1,315,50,26,3
1,828,45,27,0
1,366,45,0,5
1,777,45,1,0
1,503,50,6,6
1,16,55,15,0
1,837,55,27,0
1,746,50,14,1
1,156,50,3,3
1,820,45,27,1
1,451,45,10,0
1,113,45,14,0
1,135,50,24,0
1,443,50,3,3
1,207,65,25,1
1,440,55,3,0
1,58,45,0,1
1,102,45,14,1
1,305,55,6,3
1,711,50,7,2
1,183,85,9,13
1,844,45,6,0
1,384,60,30,6
1,747,45,14,0
1,109,50,14,1
1,889,70,10,2
1,537,45,27,1
1,370,45,29,0
1,310,60,3,1
1,372,50,29,0
1,168,50,14,0
1,559,55,0,2
1,739,60,22,1
1,354,80,19,1
1,427,50,23,0
1,265,60,21,1
1,823,40,27,0
1,709,50,7,0
1,661,40,21,0
1,762,40,1,0
1,198,55,25,1
1,122,45,24,0
1,104,50,14,-1
1,201,55,26,1
1,217,45,10,0
1,776,45,1,0
1,472,50,0,2
1,127,55,11,6
1,769,40,1,0
1,763,45,1,9
1,774,45,1,0
1,444,45,3,0
1,329,55,0,1
1,615,45,24,0
1,826,55,27,-2
1,430,50,3,0
1,641,50,29,2
1,200,55,25,2
1,339,50,24,6
1,45,50,19,1
1,308,45,6,0
1,337,55,26,0
1,194,45,25,1
1,296,50,10,0
1,47,75,19,2
1,603,45,6,0
1,518,45,26,0
1,410,50,23,4
1,255,70,21,3
1,98,40,14,0
1,41,60,19,0
1,491,45,6,0
1,509,40,3,0
1,818,45,27,0
1,732,55,1,2
1,164,50,9,2
1,240,70,9,1
1,234,100,11,3
1,593,40,0,0
1,132,65,24,1
1,387,45,30,0
1,6,50,15,0
1,386,55,30,0
1,356,40,29,0
1,78,55,26,2
1,860,45,29,1
1,357,45,29,7
1,738,45,22,0
1,383,65,11,6
1,864,45,30,6
1,785,55,1,0
1,2,60,15,0
1,573,45,26,0
1,124,60,24,6
1,199,45,25,0
1,184,50,9,0
1,369,45,29,3
1,374,55,29,3
1,488,85,11,1
1,46,45,19,0
1,697,45,7,-1
1,702,40,7,0
1,188,50,25,0
1,548,75,15,0
1,631,50,29,0
1,355,45,29,6
1,645,50,14,1
1,246,50,21,0
1,52,50,19,0
1,123,45,24,0
1,189,50,25,0
1,336,55,26,2
1,642,70,6,2
1,236,70,11,0
1,461,70,10,0
1,560,70,22,0
1,247,55,21,0
1,270,75,21,5
1,176,55,9,5
1,321,45,26,0
1,37,50,19,1
1,845,50,6,0
1,330,70,10,2
1,474,45,25,0
1,716,45,7,1
1,770,40,1,0
1,457,55,10,2
1,256,50,21,1
1,768,40,1,0
1,105,45,14,0
1,632,50,29,6
1,494,45,24,0
1,834,40,27,0
1,696,45,7,2
1,771,45,1,10
1,250,55,21,0
1,54,45,0,4
1,130,40,24,0
1,793,45,9,2
1,445,60,3,3
1,825,60,27,1
1,298,45,6,0
1,635,55,23,0
1,43,50,19,0
1,297,50,6,6
1,13,95,15,2
1,258,45,21,0
1,767,45,1,0
1,57,55,24,8
1,463,75,10,0
1,380,50,30,0
1,95,85,22,1
1,412,45,23,7
1,839,50,27,1
1,365,45,29,0
1,378,50,29,0
1,158,50,27,0
1,21,45,15,5
1,802,90,25,11
1,644,45,9,0
1,263,50,24,3
1,390,50,30,3
1,571,55,30,1
1,138,45,24,0
1,94,50,22,2
1,391,60,3,0
1,9,55,15,1
1,725,50,1,0
1,182,45,9,0
1,529,45,23,2
1,192,55,25,0
1,35,50,19,3
1,375,45,29,0
1,303,65,6,2
1,86,50,21,3
1,470,45,0,0
1,225,55,11,8
1,695,40,7,0
1,421,50,23,2
1,507,45,14,0
1,545,45,29,1
1,710,45,7,0
1,24,85,15,5
1,206,50,25,0
1,309,45,6,2
1,220,50,10,-1
1,107,45,14,0
1,712,55,7,2
1,343,55,14,1
1,821,45,27,1
1,502,80,21,8
1,471,45,0,0
1,459,45,10,2
1,89,80,22,0
1,3,50,15,0
1,335,50,26,1
1,1,55,15,1
1,202,90,25,0
1,775,45,1,3
1,322,45,0,0
1,811,50,11,0
1,126,50,24,7
1,244,50,21,6
1,311,45,6,0
1,473,45,25,0
1,227,80,11,0
1,773,50,1,1
1,485,50,26,0
1,131,50,24,0
1,685,50,15,0
1,613,45,3,1
1,874,60,23,4
1,175,85,9,5
1,639,55,0,1
1,93,50,22,0
1,208,85,25,12
1,538,60,23,1
1,817,40,27,2
1,172,50,9,0
1,154,60,10,0
1,483,50,15,1
1,836,45,27,0
1,142,115,21,13
1,858,45,29,0
1,133,75,24,0
1,87,45,14,2
1,295,55,6,8
1,535,55,19,2
1,317,50,26,2
1,211,95,25,6
1,447,60,26,2
1,448,65,3,1
1,715,50,7,0
1,456,45,10,0
1,510,45,3,3
1,591,45,6,1
1,66,60,0,13
1,757,75,24,2
1,14,70,15,0
1,62,50,0,0
1,103,50,14,1
1,787,45,1,0
1,666,45,21,0
1,683,60,15,5
1,125,65,24,0
1,780,45,1,0
1,408,45,23,0
1,238,115,11,9
1,242,50,21,0
1,698,45,7,1
1,312,60,6,0
1,185,55,9,6
1,554,55,15,0
1,835,50,27,0
1,30,45,19,2
1,187,50,25,0
1,550,60,6,1
1,465,55,10,0
1,708,50,7,2
1,551,55,23,7
1,364,45,29,0
1,56,45,0,7
1,420,50,23,0
1,304,50,6,3
1,524,55,0,5
1,31,50,19,2
1,786,60,1,12
1,707,45,7,0
1,596,40,6,0
1,371,50,29,0
1,859,55,29,2
1,12,75,15,1
1,72,55,22,1
1,733,50,22,0
1,252,45,14,1
1,381,60,30,7
1,714,50,7,1
1,766,50,1,0
1,396,45,29,3
1,134,50,23,2
1,511,55,24,1
1,53,50,0,2
1,782,60,1,3
1,522,45,25,0
1,424,65,23,0
1,34,45,19,0
1,699,40,7,0
1,419,45,23,0
1,792,60,9,0
1,816,55,21,0
1,91,65,22,0
1,399,50,30,1
1,404,75,30,0
1,221,60,11,6
1,302,55,6,0
1,99,45,14,2
1,268,75,24,9
1,368,55,29,3
1,166,45,9,-1
1,627,50,9,2
1,110,70,14,2
1,85,70,22,6
1,218,50,22,0
1,873,50,23,0
1,452,50,10,0
1,332,60,26,2
1,108,65,24,0
1,827,50,27,0
1,173,45,9,0
1,117,55,14,0
1,340,45,23,1
1,736,100,22,10
10,453,50,1,4
10,141,54,15,1
10,772,56,23,2
10,676,40,0,0
10,15,70,6,9
10,789,50,23,0
10,481,54,24,1
10,29,40,0,0
10,204,73,14,0
10,727,40,30,0
10,33,48,0,1
10,626,52,15,0
10,555,40,24,0
10,449,44,1,0
10,881,47,7,0
10,186,63,26,0
10,592,45,6,0
10,191,45,14,6
10,794,50,26,0
10,219,55,19,0
10,832,48,22,0
10,684,104,6,2
10,11,118,6,2
10,20,51,6,0
10,100,44,11,0
10,17,57,14,1
10,600,40,7,0
10,557,50,9,1
10,411,50,7,1
10,728,40,30,0
10,261,52,27,3
10,734,55,3,0
10,262,49,27,0
10,151,47,14,0
10,38,46,0,2
10,67,63,24,1
10,119,57,21,6
10,373,69,1,7
10,875,55,24,2
10,467,59,1,0
10,177,44,26,0
10,455,44,1,1
10,360,39,9,0
10,704,57,29,2
10,266,80,27,6
10,731,59,3,7
10,249,67,27,5
10,504,44,1,-1
10,28,43,0,0
10,69,52,30,2
10,534,45,1,0
10,640,44,30,1
10,358,53,15,1
10,259,49,27,3
10,73,45,0,3
10,655,39,27,0
10,831,54,22,2
10,118,49,21,1
10,397,93,10,2
10,51,57,0,2
10,759,45,15,1
10,495,43,26,6
10,810,64,19,0
10,385,58,10,2
10,429,45,7,1
10,582,44,26,0
10,55,45,30,9
10,417,44,24,0
10,602,44,14,0
10,706,44,29,0
10,808,75,19,2
10,428,40,7,0
10,849,55,25,0
10,196,40,0,0
10,812,48,19,0
10,620,40,24,0
10,561,49,25,0
10,700,45,29,2
10,48,59,0,1
10,10,47,6,0
10,500,45,10,0
10,8,45,6,0
10,82,69,3,3
10,838,40,22,0
10,327,48,25,1
10,313,61,11,0
10,32,49,0,2
10,724,43,30,0
10,735,48,3,0
10,458,50,1,2
10,829,51,22,2
10,212,76,21,0
10,393,97,10,2
10,167,49,26,12
10,413,45,24,2
10,764,46,23,1
10,437,53,7,0
10,765,45,23,1
10,243,53,27,8
10,726,65,30,0
10,116,44,21,0
10,819,45,22,0
10,540,47,19,0
10,441,44,7,0
10,784,45,23,0
10,703,39,29,0
10,121,54,21,0
10,405,45,24,0
10,407,44,24,0
10,432,50,7,0
10,301,43,15,0
10,300,50,11,2
10,76,67,3,8
10,253,54,27,0
10,705,45,29,2
10,656,40,6,0
10,106,43,21,0
10,181,44,26,0
10,178,48,3,1
10,213,80,14,6
10,809,52,19,0
10,215,54,14,0
10,382,64,10,0
10,171,45,26,6
10,803,45,14,0
10,25,74,6,0
10,783,49,23,2
10,42,49,0,0
10,438,49,25,11
10,450,45,1,0
10,539,49,24,0
10,833,45,22,0
10,740,59,3,6
10,241,56,27,9
10,569,59,3,6
10,0,49,6,0
10,229,86,19,2
10,865,60,10,0
10,756,71,15,0
10,718,54,29,2
10,388,44,22,2
10,63,45,30,0
10,778,44,23,0
10,617,44,1,1
10,190,54,14,0
10,180,53,26,10
10,469,55,1,0
10,96,95,3,0
10,749,40,21,0
10,216,74,14,0
10,594,50,15,2
10,589,47,14,1
10,307,65,11,2
10,830,61,22,1
10,81,106,3,11
10,807,55,19,1
10,541,44,1,2
10,730,48,3,0
10,686,50,6,0
10,146,43,26,0
10,224,50,19,0
10,781,59,23,1
10,203,50,14,1
10,468,50,1,0
10,850,57,25,2
10,254,61,27,6
10,389,49,10,2
10,392,63,10,0
10,320,49,25,6
10,741,45,3,0
10,415,51,24,1
10,720,44,29,0
10,226,45,19,2
10,362,45,9,1
10,233,45,19,0
10,499,74,10,1
10,232,51,19,13
10,737,45,3,0
10,788,45,23,1
10,824,44,22,2
10,872,45,24,1
10,19,44,6,0
10,293,51,11,2
10,842,40,22,0
10,4,50,6,0
10,624,106,19,1
10,136,45,7,8
10,435,48,7,1
10,77,63,3,0
10,701,44,29,1
10,319,44,25,0
10,564,54,10,0
10,484,67,14,8
10,333,45,25,0
10,713,57,29,6
10,328,45,25,0
10,324,42,25,0
10,230,61,19,0
10,23,55,6,2
10,822,40,22,0
10,883,50,7,2
10,367,81,15,1
10,570,49,7,1
10,36,49,0,0
10,779,45,23,0
10,402,127,10,0
10,152,51,26,6
10,852,40,25,0
10,512,48,10,2
10,267,82,27,3
10,841,45,22,0
10,401,79,10,3
10,406,45,24,2
10,379,55,10,2
10,5,59,6,2
10,331,49,25,0
10,487,49,15,1
10,235,54,19,1
10,840,45,22,1
10,423,53,24,0
10,717,53,29,1
10,566,68,26,0
10,315,50,25,6
10,828,43,22,0
10,366,45,30,2
10,777,45,23,0
10,503,46,11,0
10,16,54,6,0
10,837,51,22,1
10,746,48,21,0
10,156,49,7,2
10,820,47,22,2
10,451,43,1,0
10,113,44,21,0
10,135,49,15,0
10,443,49,7,1
10,207,62,14,12
10,440,55,7,0
10,58,45,30,5
10,102,43,21,1
10,305,51,11,5
10,711,48,29,0
10,183,86,26,8
10,844,43,11,0
10,384,60,10,2
10,747,44,21,0
10,109,47,21,0
10,889,69,1,9
10,537,44,22,2
10,722,45,29,0
10,370,44,9,0
10,310,56,7,6
10,372,49,9,0
10,168,47,21,1
10,559,54,30,8
10,739,60,3,0
10,354,77,0,1
10,427,49,24,0
10,265,58,27,1
10,851,58,25,0
10,823,40,22,0
10,709,48,29,0
10,661,39,27,0
10,762,40,23,0
10,198,55,14,6
10,122,44,15,0
10,104,48,21,0
10,201,53,25,2
10,217,44,1,3
10,776,44,23,0
10,862,40,9,0
10,472,50,30,5
10,127,56,19,1
10,769,40,23,0
10,763,46,23,8
10,774,44,23,2
10,444,45,7,0
10,329,52,30,0
10,615,43,15,1
10,826,53,22,2
10,430,49,7,0
10,193,45,14,0
10,641,50,9,2
10,200,55,14,3
10,339,49,15,1
10,45,49,0,1
10,114,45,21,0
10,308,44,11,0
10,337,55,22,2
10,194,45,14,6
10,296,49,1,2
10,47,71,0,0
10,603,44,11,0
10,518,44,25,0
10,719,59,29,2
10,410,50,24,2
10,868,45,10,0
10,255,70,27,0
10,98,40,21,1
10,543,45,25,0
10,41,59,0,2
10,491,43,11,0
10,509,40,7,0
10,818,44,22,0
10,732,53,23,0
10,164,50,26,6
10,240,66,26,1
10,508,45,21,0
10,234,101,19,2
10,593,39,30,0
10,132,61,15,1
10,387,44,25,7
10,6,50,7,1
10,386,56,10,0
10,356,40,9,0
10,78,55,25,8
10,860,44,9,0
10,357,46,9,1
10,738,44,3,0
10,383,66,19,3
10,864,42,10,0
10,785,52,23,2
10,2,60,6,2
10,573,43,25,0
10,124,58,15,1
10,199,45,14,0
10,184,48,26,0
10,369,44,9,0
10,374,54,9,2
10,488,86,19,12
10,748,45,21,0
10,46,44,0,2
10,697,44,29,2
10,702,40,29,0
10,188,48,14,0
10,548,74,6,0
10,631,48,9,1
10,355,46,9,2
10,645,46,21,9
10,246,49,27,0
10,52,49,0,0
10,123,43,15,0
10,189,49,21,0
10,336,55,25,1
10,642,66,11,2
10,236,70,19,0
10,461,68,1,2
10,560,69,3,6
10,247,54,27,0
10,270,76,27,2
10,176,55,26,1
10,321,45,25,0
10,37,48,0,1
10,845,50,11,0
10,330,69,1,0
10,474,44,14,0
10,716,44,29,0
10,770,40,23,0
10,457,54,1,2
10,256,49,27,0
10,768,40,23,0
10,105,43,21,0
10,632,50,9,0
10,877,44,24,0
10,494,43,15,0
10,834,39,22,0
10,696,45,29,2
10,771,46,23,1
10,250,51,27,1
10,54,45,30,8
10,130,40,15,0
10,793,45,26,0
10,659,50,6,0
10,445,57,7,6
10,825,59,22,2
10,298,43,11,0
10,635,54,24,0
10,43,50,0,0
10,297,51,11,0
10,13,93,6,6
10,258,43,27,0
10,767,43,23,0
10,57,54,15,0
10,463,75,1,1
10,380,49,10,0
10,95,81,3,1
10,412,45,24,2
10,839,50,22,0
10,365,44,9,1
10,378,50,9,0
10,158,47,22,2
10,21,44,6,0
10,802,92,14,4
10,644,45,24,0
10,263,49,15,0
10,390,49,10,1
10,571,54,10,3
10,138,44,15,0
10,94,50,3,0
10,391,57,7,0
10,9,56,6,2
10,725,49,30,0
10,182,45,26,0
10,529,44,24,0
10,192,53,14,0
10,35,49,0,2
10,375,44,9,1
10,303,63,11,1
10,86,50,27,3
10,470,45,30,9
10,225,59,19,0
10,695,40,29,0
10,758,55,15,0
10,421,50,24,0
10,507,45,21,0
10,237,50,19,0
10,882,53,7,0
10,545,45,9,1
10,710,45,29,0
10,24,82,6,1
10,206,50,14,0
10,876,45,24,0
10,309,44,11,2
10,144,49,15,1
10,220,49,1,1
10,107,45,21,0
10,712,58,29,7
10,343,52,21,1
10,821,43,22,0
10,502,80,27,0
10,471,45,30,0
10,459,45,1,0
10,89,79,3,3
10,3,49,6,2
10,335,49,25,0
10,1,55,6,2
10,202,90,14,0
10,775,45,23,0
10,322,43,30,0
10,811,48,19,0
10,126,49,15,1
10,244,53,27,9
10,311,44,11,1
10,473,43,14,6
10,227,82,19,7
10,773,49,23,1
10,485,47,25,3
10,131,49,15,0
10,685,49,6,0
10,613,45,7,0
10,861,49,9,0
10,874,64,24,1
10,175,84,26,6
10,639,55,30,3
10,93,48,3,0
10,208,85,14,8
10,538,58,24,0
10,817,42,22,3
10,790,40,23,0
10,172,49,26,0
10,154,58,1,0
10,483,47,6,1
10,836,44,22,0
10,142,117,27,5
10,858,44,9,0
10,133,74,15,0
10,87,45,21,5
10,295,55,11,2
10,535,52,0,0
10,317,48,25,6
10,211,93,14,0
10,447,57,25,1
10,448,61,7,1
10,715,49,29,0
10,456,43,1,0
10,155,49,9,7
10,510,45,7,0
10,591,43,11,0
10,66,59,30,0
10,757,71,15,0
10,14,69,6,0
10,62,49,30,0
10,103,47,21,0
10,787,43,23,0
10,666,43,27,0
10,890,50,1,0
10,683,60,6,14
10,125,64,15,0
10,780,45,23,0
10,408,44,24,0
10,867,59,10,2
10,238,118,19,0
10,242,48,27,0
10,698,45,29,1
10,312,58,11,1
10,185,56,26,1
10,554,53,6,0
10,835,49,22,0
10,30,44,0,1
10,187,49,14,6
10,550,57,11,2
10,465,55,1,0
10,708,50,29,1
10,551,53,24,0
10,364,45,9,0
10,56,47,30,6
10,420,50,24,0
10,304,51,11,10
10,524,55,30,3
10,31,48,0,2
10,786,58,23,1
10,707,44,29,0
10,596,40,11,0
10,493,44,21,0
10,371,49,9,2
10,859,58,9,5
10,866,45,10,0
10,12,72,6,0
10,72,54,3,6
10,647,40,25,0
10,733,51,3,3
10,252,45,21,1
10,721,40,29,0
10,381,60,10,2
10,714,50,29,0
10,766,49,23,0
10,396,45,9,2
10,134,50,24,2
10,511,53,15,1
10,53,48,30,0
10,782,58,23,2
10,522,43,14,0
10,424,63,24,1
10,34,43,0,0
10,699,39,29,0
10,419,45,24,0
10,792,58,26,3
10,816,49,27,0
10,91,65,3,0
10,399,48,10,0
10,404,74,10,0
10,221,58,19,0
10,302,54,11,2
10,99,44,21,0
10,268,73,15,2
10,368,53,9,0
10,846,50,11,1
10,166,45,26,6
10,627,49,26,3
10,239,58,9,0
10,110,68,21,7
10,85,68,3,1
10,218,48,3,0
10,873,46,24,1
10,452,49,1,0
10,332,59,25,5
10,108,64,15,0
10,827,50,22,0
10,173,43,26,0
10,117,54,21,2
10,340,44,24,0
10,271,100,27,0
10,736,103,3,5
11,453,50,23,0
11,141,54,25,4
11,772,56,19,3
11,676,40,30,0
11,15,70,7,6
11,789,50,19,0
11,481,54,26,3
11,29,40,30,0
11,204,73,21,0
11,727,40,29,0
11,33,48,30,1
11,626,52,25,4
11,555,40,26,1
11,449,44,23,0
11,881,47,14,1
11,186,62,24,0
11,592,45,7,0
11,191,45,21,2
11,794,50,24,0
11,219,55,9,0
11,832,48,3,0
11,684,103,7,4
11,11,118,7,1
11,20,51,7,2
11,100,44,22,0
11,17,57,21,7
11,600,40,14,0
11,557,50,11,2
11,869,40,1,0
11,411,50,14,1
11,728,40,29,0
11,261,51,0,1
11,734,55,10,7
11,262,49,0,0
11,151,47,21,0
11,38,46,30,5
11,67,63,26,5
11,119,57,27,1
11,373,69,23,5
11,875,55,26,2
11,467,59,23,1
11,177,44,24,1
11,455,44,23,0
11,360,39,11,0
11,704,57,6,9
11,266,80,0,1
11,731,59,10,1
11,249,67,0,2
11,504,44,23,0
11,28,43,30,0
11,69,52,29,1
11,534,45,23,0
11,640,44,29,0
11,358,52,25,0
11,259,49,0,2
11,73,45,30,9
11,655,39,0,0
11,831,54,3,1
11,118,49,27,1
11,397,93,1,0
11,51,57,30,0
11,759,45,25,1
11,495,43,24,0
11,810,63,9,0
11,385,58,1,1
11,429,45,14,2
11,582,44,24,0
11,55,45,29,8
11,417,44,26,0
11,602,44,21,0
11,706,44,6,0
11,808,75,9,1
11,428,40,14,0
11,849,55,15,0
11,196,40,30,0
11,812,48,9,0
11,620,40,26,0
11,561,49,15,0
11,700,45,6,6
11,48,59,30,2
11,10,47,7,0
11,500,45,1,0
11,8,45,7,0
11,82,69,10,3
11,838,40,3,0
11,327,48,15,0
11,313,61,22,1
11,32,48,30,6
11,724,43,29,0
11,735,48,10,0
11,458,50,23,2
11,829,51,3,3
11,212,76,27,0
11,393,97,1,3
11,167,49,24,1
11,413,45,26,7
11,764,46,19,-2
11,437,53,14,0
11,765,45,19,1
11,243,53,0,2
11,726,65,29,2
11,116,44,27,0
11,819,45,3,1
11,540,47,9,0
11,441,44,14,0
11,784,45,19,0
11,703,39,6,0
11,121,54,27,0
11,405,45,26,0
11,407,44,26,0
11,432,49,14,0
11,301,43,25,0
11,300,50,22,2
11,76,67,10,12
11,253,53,0,0
11,705,45,6,3
11,656,40,7,0
11,106,42,27,0
11,181,44,24,0
11,178,48,10,1
11,213,80,21,0
11,809,52,9,0
11,215,54,21,0
11,382,64,1,6
11,171,45,24,1
11,803,45,21,0
11,25,73,7,0
11,783,49,19,0
11,42,49,30,0
11,438,49,15,2
11,450,45,23,0
11,539,49,26,0
11,833,45,3,0
11,740,59,10,6
11,241,57,0,4
11,569,59,10,0
11,0,49,7,0
11,229,85,9,5
11,865,60,1,6
11,756,71,25,0
11,718,54,6,3
11,388,44,3,2
11,63,45,29,0
11,778,44,19,0
11,617,44,23,0
11,190,54,21,1
11,180,53,24,2
11,469,55,23,1
11,96,95,10,0
11,749,40,27,0
11,216,74,21,0
11,594,50,25,5
11,589,47,21,1
11,307,64,22,3
11,830,61,3,2
11,81,106,10,3
11,807,55,9,2
11,541,44,23,1
11,730,48,10,0
11,686,50,7,0
11,146,43,24,0
11,224,50,9,0
11,781,59,19,3
11,203,50,21,2
11,468,50,23,0
11,850,57,15,5
11,254,61,0,2
11,389,49,1,3
11,392,63,1,0
11,320,49,15,1
11,741,45,10,0
11,415,51,26,0
11,720,44,6,0
11,226,45,9,2
11,362,45,11,1
11,233,45,9,0
11,499,74,1,1
11,232,51,9,5
11,737,45,10,0
11,788,45,19,8
11,824,44,3,1
11,872,45,26,1
11,19,44,7,1
11,293,51,22,2
11,842,40,3,0
11,4,50,7,0
11,624,105,9,5
11,136,45,14,1
11,435,48,14,1
11,77,62,10,6
11,701,44,6,6
11,319,44,15,0
11,564,54,1,0
11,484,67,21,2
11,333,45,15,0
11,713,57,6,8
11,328,45,15,0
11,324,42,15,0
11,230,61,9,0
11,23,55,7,1
11,822,40,3,0
11,883,50,14,1
11,367,81,25,2
11,570,49,14,1
11,36,49,30,3
11,779,45,19,0
11,402,128,1,2
11,152,51,24,4
11,852,40,15,0
11,512,48,1,1
11,267,81,0,2
11,841,45,3,0
11,401,79,1,10
11,406,45,26,1
11,379,55,1,0
11,5,59,7,1
11,331,49,15,0
11,487,49,25,2
11,235,54,9,1
11,840,45,3,2
11,423,53,26,0
11,717,53,6,1
11,566,67,24,0
11,315,50,15,1
11,828,43,3,0
11,366,45,29,3
11,777,45,19,0
11,503,46,22,0
11,16,54,7,1
11,837,51,3,1
11,746,47,27,0
11,156,49,14,2
11,820,48,3,1
11,451,43,23,0
11,113,44,27,0
11,135,49,25,0
11,443,49,14,0
11,207,62,21,1
11,440,55,14,0
11,58,45,29,7
11,102,43,27,0
11,305,51,22,1
11,711,48,6,0
11,183,86,24,2
11,844,42,22,0
11,384,60,1,9
11,747,44,27,0
11,109,47,27,0
11,889,69,23,2
11,537,44,3,2
11,722,45,6,0
11,370,44,11,0
11,310,56,14,2
11,372,49,11,0
11,168,47,27,1
11,559,54,29,3
11,739,60,10,0
11,354,76,30,1
11,427,49,26,0
11,265,58,0,1
11,851,57,15,0
11,823,40,3,0
11,709,48,6,0
11,661,39,0,0
11,762,40,19,0
11,198,55,21,10
11,122,44,25,0
11,104,48,27,2
11,201,52,15,2
11,217,44,23,1
11,776,44,19,0
11,862,40,11,0
11,472,50,29,6
11,127,56,9,2
11,769,40,19,0
11,763,46,19,8
11,774,44,19,3
11,444,45,14,0
11,329,52,29,0
11,615,43,25,1
11,826,53,3,1
11,430,49,14,2
11,193,45,21,0
11,641,50,11,2
11,200,55,21,0
11,339,49,25,1
11,45,49,30,3
11,114,45,27,0
11,308,44,22,0
11,337,55,3,2
11,194,46,21,2
11,296,49,23,0
11,47,70,30,2
11,603,44,22,0
11,518,44,15,0
11,719,59,6,3
11,410,50,26,3
11,868,45,1,0
11,255,70,0,0
11,98,40,27,2
11,543,45,15,0
11,41,59,30,0
11,491,43,22,0
11,509,40,14,0
11,818,44,3,0
11,732,53,19,0
11,164,50,24,2
11,240,66,24,1
11,508,45,27,0
11,234,101,9,10
11,593,39,29,0
11,132,61,25,0
11,387,44,15,1
11,6,50,14,2
11,386,56,1,0
11,356,40,11,0
11,78,55,15,1
11,860,44,11,0
11,357,46,11,2
11,738,44,10,0
11,383,66,9,2
