GW,id,value,opponent,total_points
1,453,55,0,0
1,141,60,27,1
1,15,80,23,2
1,481,50,29,0
1,79,55,21,0
1,162,60,15,5
1,163,45,15,8
1,282,45,24,2
1,29,45,10,0
1,285,45,24,1
1,204,70,9,11
1,344,40,7,0
1,284,45,24,0
1,33,45,10,7
1,414,45,29,1
1,260,55,7,1
1,449,50,0,2
1,157,50,15,2
1,186,75,4,2
1,191,50,9,0
1,280,55,24,2
1,219,60,28,1
1,523,40,9,0
1,11,110,23,2
1,521,40,24,0
1,153,40,15,0
1,20,60,23,3
1,100,45,25,0
1,17,60,23,6
1,400,45,26,0
1,411,45,29,0
1,145,45,15,0
1,416,50,29,0
1,261,65,3,1
1,262,45,3,0
1,151,45,15,2
1,38,50,10,2
1,67,65,6,2
1,119,65,19,2
1,373,75,0,1
1,467,65,0,2
1,177,50,4,2
1,455,50,0,0
1,360,45,22,1
1,266,95,3,11
1,476,45,24,2
1,249,55,3,2
1,143,55,27,1
1,504,50,0,1
1,28,45,10,2
1,69,45,6,0
1,358,50,27,0
1,259,55,3,0
1,73,50,21,0
1,223,55,28,2
1,376,65,22,0
1,118,55,19,0
1,397,85,26,2
1,496,55,4,0
1,264,55,3,0
1,51,60,10,1
1,495,45,4,0
1,385,50,26,0
1,429,45,1,10
1,277,45,24,2
1,55,45,6,2
1,417,45,29,-2
1,279,45,24,0
1,90,55,21,0
1,342,45,7,0
1,428,45,1,0
1,334,60,12,2
1,506,70,22,0
1,489,45,24,0
1,196,40,10,0
1,75,60,21,2
1,128,45,27,0
1,147,40,15,0
1,480,45,29,0
1,139,45,27,0
1,442,45,1,0
1,48,65,10,2
1,10,45,23,6
1,251,45,3,0
1,209,45,9,0
1,500,45,26,0
1,286,45,24,0
1,8,50,23,0
1,82,75,21,0
1,327,50,12,0
1,313,65,25,1
1,32,50,10,1
1,458,55,0,2
1,212,75,9,0
1,393,85,26,2
1,167,55,4,0
1,413,50,29,0
1,437,50,1,0
1,71,45,6,0
1,243,60,3,0
1,492,55,23,0
1,116,45,19,3
1,441,45,1,3
1,403,60,26,0
1,195,40,9,0
1,121,60,19,2
1,405,45,29,0
1,407,45,29,2
1,432,50,1,5
1,439,55,1,3
1,292,50,24,0
1,434,40,1,0
1,301,45,25,0
1,148,50,15,1
1,300,50,25,2
1,76,60,21,5
1,276,40,24,0
1,253,55,3,2
1,106,50,19,2
1,181,45,4,1
1,274,50,24,0
1,178,55,4,2
1,501,40,6,0
1,213,100,9,0
1,215,60,9,0
1,382,60,26,2
1,171,50,4,0
1,25,75,23,0
1,42,50,10,0
1,438,45,1,3
1,450,45,0,0
1,137,45,27,0
1,241,55,3,2
1,60,50,6,1
1,160,45,15,2
1,290,50,24,1
1,0,50,23,0
1,229,90,28,3
1,388,45,26,0
1,63,45,6,2
1,190,50,9,0
1,180,50,4,5
1,469,60,0,0
1,96,95,21,5
1,272,45,24,0
1,460,95,0,1
1,325,40,12,0
1,216,70,9,1
1,505,40,7,0
1,352,50,7,2
1,516,40,15,0
1,307,75,25,2
1,81,100,21,10
1,146,40,15,3
1,224,55,28,0
1,44,45,10,0
1,278,45,24,2
1,203,50,9,1
1,468,55,0,5
1,254,55,3,2
1,389,55,26,1
1,392,70,26,9
1,320,45,12,2
1,415,45,29,10
1,39,45,10,0
1,226,50,28,1
1,353,55,7,2
1,362,45,22,5
1,233,50,28,0
1,499,65,22,5
1,232,55,28,2
1,299,40,25,0
1,120,45,19,0
1,19,45,23,1
1,363,45,22,0
1,293,50,25,2
1,64,45,6,0
1,4,50,23,0
1,136,45,27,2
1,435,45,1,7
1,77,60,21,2
1,490,55,24,4
1,222,55,28,2
1,319,45,12,0
1,61,55,6,2
1,275,45,24,2
1,484,80,9,5
1,140,65,27,2
1,333,50,12,3
1,328,45,12,3
1,324,50,12,0
1,230,80,28,0
1,23,55,23,0
1,283,50,24,0
1,517,45,15,0
1,513,45,15,0
1,245,45,3,0
1,367,75,22,1
1,179,45,4,0
1,466,55,0,1
1,306,45,25,0
1,36,50,10,2
1,402,110,26,2
1,152,45,15,0
1,512,45,26,0
1,267,95,3,1
1,401,75,26,0
1,406,50,29,4
1,379,55,26,2
1,464,50,0,2
1,5,65,23,0
1,331,55,12,0
1,487,50,27,2
1,418,45,29,1
1,235,55,28,0
1,423,60,29,0
1,315,50,12,0
1,366,50,22,3
1,349,45,7,6
1,503,40,25,0
1,16,60,23,0
1,156,50,15,2
1,316,45,12,0
1,436,45,1,0
1,451,45,0,8
1,113,50,19,0
1,135,50,27,2
1,443,50,1,4
1,207,65,9,0
1,440,50,1,1
1,58,40,6,0
1,102,50,19,0
1,305,55,25,1
1,269,50,3,0
1,183,100,4,2
1,346,45,7,0
1,384,55,26,2
1,515,45,15,0
1,475,50,28,0
1,109,55,19,2
1,370,45,22,0
1,310,65,25,0
1,372,55,22,1
1,168,50,4,0
1,350,60,7,0
1,354,70,7,8
1,427,50,29,0
1,265,60,3,0
1,231,65,28,4
1,520,45,7,0
1,22,60,23,0
1,198,55,9,0
1,122,50,27,0
1,104,50,19,2
1,201,50,12,1
1,217,55,28,0
1,112,45,19,0
1,472,55,6,1
1,88,45,21,0
1,341,45,7,1
1,127,50,28,2
1,74,55,21,2
1,431,45,1,6
1,444,45,1,0
1,329,60,12,1
1,115,45,19,0
1,430,45,1,5
1,193,45,6,0
1,200,65,9,2
1,339,40,7,0
1,291,60,24,0
1,361,40,22,5
1,45,55,10,2
1,114,45,19,0
1,308,50,25,0
1,497,45,28,0
1,337,55,12,0
1,194,50,9,0
1,296,55,25,0
1,47,55,10,2
1,398,45,26,0
1,514,40,15,0
1,462,45,0,0
1,518,40,15,0
1,410,45,29,2
1,409,40,29,0
1,84,70,21,0
1,255,75,3,7
1,478,45,29,1
1,98,45,19,0
1,287,45,24,0
1,41,55,10,0
1,491,50,25,1
1,509,40,1,0
1,164,50,4,2
1,240,70,28,1
1,508,45,19,0
1,234,105,28,2
1,132,65,27,5
1,197,45,9,1
1,387,50,26,0
1,6,50,23,0
1,386,50,26,0
1,356,40,22,0
1,78,55,21,0
1,357,45,22,6
1,383,55,26,6
1,345,45,7,1
1,2,60,23,0
1,205,55,9,0
1,347,45,7,0
1,124,55,27,2
1,199,45,9,0
1,184,60,4,1
1,369,45,22,1
1,374,50,22,11
1,488,80,28,0
1,46,45,10,2
1,50,45,10,4
1,188,50,9,0
1,97,65,21,0
1,174,45,4,1
1,355,50,22,8
1,68,45,6,1
1,246,55,3,2
1,519,45,7,1
1,52,55,10,0
1,123,50,27,3
1,426,45,29,0
1,189,50,9,0
1,336,60,12,2
1,236,90,28,1
1,461,65,0,0
1,169,40,4,0
1,247,55,3,0
1,92,50,21,0
1,270,70,3,0
1,176,55,4,0
1,321,45,12,0
1,37,50,10,0
1,318,40,12,0
1,214,65,9,0
1,422,45,29,0
1,330,75,12,1
1,474,50,9,0
1,457,65,0,2
1,256,60,3,2
1,289,45,24,1
1,105,45,19,1
1,377,45,22,0
1,494,45,27,2
1,482,45,29,0
1,7,50,23,0
1,250,55,3,0
1,54,45,6,1
1,130,40,27,0
1,80,45,21,0
1,445,55,1,3
1,298,45,25,2
1,43,55,10,1
1,297,45,25,2
1,257,75,3,1
1,13,95,23,0
1,258,45,3,0
1,149,45,15,0
1,57,50,6,2
1,65,45,6,0
1,463,70,0,0
1,380,50,26,1
1,95,90,21,4
1,412,45,29,2
1,365,45,22,0
1,111,45,19,2
1,378,50,22,2
1,158,55,15,0
1,21,50,23,2
1,263,50,3,1
1,150,45,15,0
1,390,55,26,0
1,138,45,27,0
1,94,50,21,1
1,394,45,26,0
1,391,65,26,0
1,9,60,23,0
1,182,45,4,0
1,192,55,9,4
1,35,45,10,0
1,375,50,22,0
1,303,60,25,10
1,359,45,22,0
1,86,50,21,1
1,470,40,6,0
1,225,60,28,0
1,421,50,29,2
1,425,75,29,2
1,507,45,19,0
1,486,50,21,0
1,237,55,28,0
1,24,90,23,0
1,206,50,9,0
1,309,45,25,2
1,83,75,21,2
1,144,60,27,0
1,220,50,28,0
1,107,45,19,2
1,498,45,7,0
1,248,45,7,-1
1,343,50,7,1
1,294,45,25,0
1,502,85,3,0
1,471,40,6,0
1,210,45,9,0
1,459,45,0,0
1,89,75,21,0
1,3,50,23,0
1,335,50,12,0
1,1,55,23,1
1,202,80,9,15
1,323,45,12,1
1,322,45,12,1
1,126,50,27,2
1,244,50,3,0
1,311,45,25,1
1,473,50,9,1
1,227,80,28,5
1,485,55,12,0
1,131,50,27,2
1,454,45,0,0
1,446,55,1,0
1,170,45,4,0
1,175,95,4,8
1,93,55,21,0
1,208,85,9,2
1,172,50,4,0
1,154,55,15,10
1,483,45,23,0
1,142,90,27,0
1,165,45,4,0
1,133,75,27,10
1,70,45,6,0
1,87,55,21,0
1,295,55,25,0
1,395,50,26,0
1,317,50,12,1
1,211,90,9,7
1,447,65,1,2
1,448,65,1,8
1,228,65,28,0
1,456,45,0,1
1,155,50,15,1
1,510,45,1,0
1,66,60,6,2
1,14,75,23,7
1,62,55,6,3
1,103,55,19,2
1,125,55,27,0
1,348,50,7,0
1,408,45,29,2
1,18,50,23,0
1,238,130,28,9
1,242,50,3,0
1,312,65,25,2
1,40,45,10,0
1,161,45,15,0
1,314,45,12,1
1,185,60,4,1
1,30,45,10,1
1,187,50,9,7
1,465,55,0,0
1,326,45,12,0
1,364,40,22,8
1,56,45,6,1
1,420,50,29,0
1,304,55,25,2
1,31,50,10,1
1,101,45,19,0
1,281,55,24,1
1,493,45,19,0
1,371,55,22,0
1,433,40,1,0
1,27,50,23,0
1,59,45,6,0
1,12,75,23,5
1,72,55,21,2
1,252,45,3,0
1,381,65,26,2
1,49,45,10,0
1,479,40,29,0
1,396,45,26,0
1,134,55,27,1
1,511,45,27,0
1,53,45,6,4
1,159,50,15,2
1,522,45,9,0
1,424,70,29,5
1,129,40,27,0
1,34,45,10,0
1,419,45,29,2
1,91,55,21,1
1,399,50,26,2
1,288,55,24,0
1,404,80,26,1
1,221,60,28,0
1,302,55,25,1
1,338,45,7,2
1,273,45,24,2
1,351,65,7,1
1,99,45,19,2
1,268,90,3,7
1,368,50,22,3
1,166,50,4,1
1,239,75,28,0
1,110,55,19,1
1,85,75,21,2
1,218,50,28,2
1,452,50,0,1
1,332,65,12,9
1,108,60,19,0
1,26,50,23,0
1,173,40,4,0
1,117,60,19,1
1,340,45,7,1
1,271,115,3,9
1,477,65,24,9
10,453,53,26,1
10,141,56,21,1
10,15,76,28,4
10,481,47,4,0
10,79,55,29,0
10,162,60,25,2
10,163,46,25,0
10,562,48,3,3
10,282,43,3,3
10,29,44,12,0
10,285,45,3,3
10,204,71,1,2
10,344,40,9,0
10,284,44,3,0
10,33,48,12,0
10,414,45,4,0
10,260,53,9,1
10,555,40,4,0
10,449,50,26,2
10,157,48,25,2
10,186,70,27,8
10,530,44,10,0
10,592,45,28,1
10,191,46,1,5
10,280,54,3,0
10,577,50,19,1
10,219,58,19,5
10,523,40,1,0
10,11,113,28,13
10,521,40,3,0
10,153,40,25,0
10,20,58,28,2
10,100,44,0,0
10,17,58,28,5
10,400,45,15,0
10,557,45,24,-1
10,411,43,7,0
10,145,44,25,0
10,416,50,4,0
10,261,63,22,0
10,262,44,22,0
10,151,44,25,0
10,38,48,12,2
10,67,62,10,1
10,119,62,23,1
10,373,71,26,1
10,467,62,26,0
10,177,48,27,2
10,455,48,26,1
10,360,43,24,0
10,266,93,22,0
10,476,45,3,7
10,249,56,22,0
10,143,51,21,0
10,504,48,26,0
10,28,46,12,1
10,69,44,10,1
10,534,50,26,0
10,358,51,21,7
10,259,52,22,0
10,73,48,29,0
10,223,53,19,0
10,376,65,24,0
10,118,54,23,0
10,397,82,15,2
10,496,52,27,0
10,264,52,22,0
10,51,56,12,1
10,495,43,27,0
10,385,49,15,0
10,429,47,7,1
10,277,46,3,6
10,582,45,27,0
10,544,45,25,0
10,55,45,10,6
10,417,43,4,0
10,584,40,23,0
10,279,44,3,0
10,90,54,29,0
10,342,44,9,0
10,428,43,7,0
10,334,57,6,0
10,506,69,24,1
10,489,44,3,0
10,196,40,12,0
10,75,58,29,1
10,128,43,7,0
10,147,39,25,0
10,480,44,4,0
10,561,49,6,2
10,139,43,21,2
10,442,43,7,0
10,48,66,12,1
10,10,44,3,5
10,251,44,22,0
10,209,43,1,0
10,500,44,15,0
10,286,43,3,0
10,8,50,28,0
10,82,70,29,0
10,327,47,6,2
10,313,66,0,2
10,32,50,12,1
10,458,52,26,2
10,212,77,23,2
10,393,82,15,2
10,167,54,27,2
10,413,48,4,1
10,437,49,7,0
10,71,45,10,0
10,243,59,22,0
10,492,52,28,0
10,116,45,23,2
10,540,55,19,6
10,441,44,7,0
10,403,59,15,0
10,195,40,1,0
10,121,56,23,0
10,405,44,4,0
10,407,44,4,0
10,432,49,7,-1
10,439,53,7,0
10,292,51,3,0
10,434,40,7,0
10,301,43,0,1
10,148,50,25,2
10,300,49,0,0
10,76,60,29,8
10,276,40,3,0
10,253,57,22,8
10,106,50,23,0
10,181,45,27,0
10,274,50,3,0
10,178,53,27,2
10,597,45,24,0
10,501,40,10,0
10,213,99,1,0
10,215,55,1,0
10,382,59,15,1
10,171,50,27,1
10,25,74,28,0
10,42,47,12,1
10,438,44,7,1
10,450,44,26,0
10,137,43,21,0
10,539,48,4,1
10,241,55,22,6
10,60,50,10,0
10,569,60,29,6
10,553,45,25,2
10,160,45,25,1
10,290,47,3,0
10,0,48,28,0
10,229,87,19,3
10,388,44,15,0
10,63,45,10,2
10,190,49,1,7
10,180,49,27,0
10,469,58,26,0
10,558,48,9,1
10,96,103,29,7
10,568,55,25,0
10,272,43,3,0
10,460,94,26,2
10,325,40,6,0
10,216,66,1,1
10,594,45,21,0
10,589,50,29,0
10,505,41,9,0
10,352,49,9,5
10,516,40,25,0
10,307,72,0,2
10,81,98,29,14
10,541,49,26,2
10,146,41,25,0
10,224,54,19,0
10,44,45,12,0
10,278,43,3,0
10,203,48,1,6
10,468,53,21,0
10,254,54,22,0
10,389,52,15,2
10,392,68,15,0
10,320,44,6,1
10,415,52,4,3
10,39,44,12,0
10,579,45,23,0
10,226,47,19,0
10,526,44,3,0
10,353,52,9,0
10,362,44,24,0
10,233,48,19,2
10,499,62,24,2
10,232,54,19,3
10,299,40,0,0
10,120,44,23,1
10,19,43,28,2
10,363,44,24,0
10,293,50,0,2
10,64,44,10,0
10,4,48,28,0
10,136,46,21,3
10,435,48,7,0
10,77,59,29,6
10,490,53,3,10
10,222,53,19,0
10,319,44,6,0
10,564,69,15,1
10,61,52,10,1
10,275,44,3,7
10,586,45,9,0
10,484,76,1,1
10,140,61,21,0
10,333,47,6,0
10,328,44,6,2
10,324,47,6,0
10,230,76,19,0
10,23,52,28,0
10,283,48,3,1
10,517,44,25,0
10,513,44,25,0
10,245,45,22,0
10,367,72,24,5
10,179,44,27,0
10,466,54,26,0
10,570,50,7,1
10,306,43,0,0
10,36,50,12,2
10,402,107,15,0
10,152,44,25,2
10,512,45,15,1
10,267,89,22,0
10,401,76,15,1
10,406,49,4,6
10,542,45,23,0
10,379,55,15,2
10,464,48,26,0
10,5,66,28,2
10,331,54,6,0
10,487,50,21,2
10,418,45,4,0
10,235,54,19,18
10,423,58,4,0
10,566,85,27,0
10,315,47,6,0
10,366,48,24,1
10,349,45,9,2
10,547,40,7,0
10,503,40,0,0
10,16,59,12,2
10,585,45,0,0
10,156,48,25,2
10,316,43,6,0
10,436,45,7,0
10,451,44,26,0
10,113,49,23,15
10,135,48,21,0
10,443,50,7,1
10,207,67,1,0
10,440,47,7,0
10,58,40,10,0
10,102,50,23,0
10,305,51,0,0
10,565,44,25,0
10,269,50,22,0
10,183,97,27,4
10,346,44,9,0
10,384,57,15,2
10,515,45,25,1
10,475,47,9,0
10,109,54,23,1
10,537,45,9,0
10,370,44,24,0
10,310,63,0,0
10,372,51,24,0
10,168,49,27,1
10,559,54,10,3
10,587,45,28,0
10,350,59,9,0
10,354,73,9,7
10,427,48,4,0
10,265,57,22,3
10,231,62,19,1
10,520,45,9,0
10,22,59,28,0
10,198,54,1,7
10,122,48,21,7
10,104,49,23,0
10,201,51,6,10
10,217,53,19,0
10,112,45,23,2
10,472,51,10,3
10,88,44,29,0
10,341,44,9,1
10,127,50,19,7
10,74,54,29,0
10,431,43,7,-1
10,578,44,23,0
10,525,68,26,0
10,444,43,7,1
10,329,57,6,1
10,115,45,23,0
10,430,45,7,0
10,193,43,10,0
10,200,64,1,7
10,339,40,9,1
10,291,54,3,1
10,361,41,24,0
10,45,51,12,1
10,114,43,23,0
10,308,47,0,2
10,497,44,19,0
10,337,53,6,0
10,194,49,1,0
10,296,54,0,1
10,47,54,12,2
10,398,43,15,0
10,514,40,25,0
10,462,44,26,0
10,531,40,9,0
10,518,40,25,0
10,410,47,4,6
10,409,40,4,0
10,84,69,29,0
10,255,74,22,3
10,478,44,4,1
10,98,44,23,0
10,287,43,3,0
10,543,45,6,0
10,41,56,12,0
10,491,48,0,0
10,509,40,7,0
10,164,50,27,3
10,240,68,19,0
10,508,45,23,0
10,234,107,19,4
10,593,40,10,0
10,132,63,21,3
10,197,44,1,0
10,387,47,15,0
10,6,48,28,4
10,386,48,15,0
10,356,40,24,0
10,78,54,29,0
10,357,45,24,1
10,383,61,15,3
10,345,44,9,0
10,2,64,28,2
10,205,54,1,0
10,347,44,9,0
10,573,41,6,3
10,124,54,21,0
10,199,44,1,0
10,184,56,27,1
10,369,44,24,0
10,374,52,24,2
10,488,76,19,0
10,46,43,12,0
10,50,44,12,0
10,583,45,0,0
10,188,49,1,2
10,97,63,23,0
10,548,79,28,0
10,174,43,27,0
10,355,51,24,1
10,68,44,10,0
10,580,45,23,0
10,528,40,15,0
10,246,54,22,6
10,519,44,9,1
10,52,52,12,0
10,123,51,21,0
10,546,40,9,0
10,426,45,4,0
10,189,47,1,0
10,336,58,6,0
10,236,88,19,2
10,461,64,26,2
10,169,40,27,0
10,560,59,29,6
10,247,52,22,6
10,92,49,29,0
10,270,69,22,2
10,176,51,27,1
10,321,43,6,0
10,37,47,12,0
10,318,40,12,0
10,214,63,1,0
10,422,45,4,0
10,330,72,6,1
10,474,45,1,0
10,572,52,25,2
10,457,63,26,2
10,256,58,22,1
10,289,43,3,0
10,105,44,23,0
10,377,44,24,0
10,494,42,21,0
10,482,45,4,0
10,595,40,21,0
10,7,47,28,0
10,575,44,23,0
10,250,50,22,7
10,54,45,10,6
10,130,39,21,0
10,80,44,29,0
10,445,52,7,0
10,298,43,0,0
10,43,51,12,0
10,297,43,0,0
10,257,72,22,1
10,13,96,28,5
10,258,43,22,0
10,149,44,25,0
10,57,49,10,6
10,65,43,10,0
10,576,45,9,0
10,463,70,26,1
10,380,50,15,0
10,95,86,29,1
10,412,44,4,8
10,365,43,24,1
10,111,45,23,0
10,378,50,24,2
10,158,55,25,0
10,21,46,28,2
10,263,46,22,0
10,150,44,25,0
10,390,54,15,2
10,571,68,15,0
10,138,44,21,0
10,94,48,29,3
10,394,45,15,0
10,391,66,7,2
10,9,60,28,0
10,182,44,27,0
10,529,45,29,0
10,192,56,1,1
10,35,43,12,0
10,375,47,24,0
10,303,59,0,2
10,359,43,24,1
10,86,50,29,3
10,470,40,10,0
10,225,59,19,6
10,421,50,4,5
10,425,72,4,2
10,507,45,23,0
10,486,47,29,0
10,237,53,19,0
10,545,45,24,0
10,24,88,28,12
10,588,45,0,0
10,206,48,1,0
10,309,45,0,2
10,83,72,29,0
10,144,57,21,0
10,581,45,1,0
10,527,45,19,0
10,220,47,19,0
10,107,43,23,0
10,498,44,9,-1
10,552,50,10,0
10,248,44,9,0
10,343,50,9,0
10,294,45,0,0
10,502,83,22,2
10,471,40,10,0
10,563,50,15,0
10,210,43,1,0
10,459,44,26,0
10,89,71,29,3
10,3,49,28,0
10,335,48,6,1
10,1,55,28,1
10,202,84,1,8
10,323,45,6,0
10,322,44,6,2
10,126,51,21,1
10,244,47,22,0
10,311,43,0,1
10,473,48,1,1
10,227,84,19,3
10,485,49,6,6
10,131,47,21,7
10,590,40,26,0
10,533,40,26,0
10,454,43,26,0
10,446,54,7,0
10,170,44,27,0
10,175,91,27,1
10,93,52,4,0
10,208,85,1,6
10,538,60,4,6
10,172,50,27,2
10,154,56,25,0
10,483,42,28,0
10,142,97,21,12
10,165,44,27,0
10,133,72,21,10
10,70,45,10,0
10,87,51,29,0
10,295,54,0,1
10,535,49,12,1
10,395,49,25,1
10,317,49,6,2
10,211,90,1,2
10,447,61,7,0
10,448,66,7,2
10,228,64,19,0
10,456,44,26,0
10,155,48,25,1
10,510,45,7,0
10,591,45,0,1
10,66,60,10,2
10,14,73,28,0
10,62,52,10,3
10,103,54,23,0
10,125,55,21,6
10,348,48,9,0
10,408,45,4,9
10,18,50,28,0
10,238,130,19,16
10,242,48,22,0
10,312,61,0,0
10,40,45,12,0
10,161,45,25,0
10,314,45,6,0
10,185,57,27,2
10,554,60,28,2
10,549,65,26,1
10,30,45,12,1
10,187,49,1,0
10,550,68,0,1
10,465,51,26,1
10,551,54,4,0
10,326,45,6,0
10,364,41,24,0
10,56,45,10,1
10,420,50,4,0
10,304,52,0,2
10,524,60,10,0
10,532,49,9,1
10,31,49,12,1
10,101,44,23,2
10,281,52,3,10
10,596,40,0,0
10,493,45,23,0
10,371,51,24,2
10,433,40,7,0
10,27,49,28,0
10,59,43,10,0
10,12,81,28,0
10,72,55,29,6
10,536,40,9,0
10,252,42,22,0
10,381,64,15,0
10,49,45,12,0
10,479,40,4,0
10,396,43,15,0
10,134,53,21,1
10,511,44,21,0
10,53,46,10,11
10,159,48,25,0
10,522,44,1,0
10,424,72,4,2
10,129,39,21,0
10,34,45,12,0
10,419,45,4,2
10,574,45,9,0
10,91,55,29,6
10,399,49,15,1
10,288,49,3,1
10,404,77,15,9
10,221,59,19,0
10,302,54,0,1
10,338,44,9,0
10,273,45,3,6
10,351,61,9,1
10,99,44,23,0
10,268,86,22,1
10,368,47,24,8
10,166,50,27,2
10,239,73,6,13
10,110,53,23,5
10,85,72,29,1
10,218,49,19,0
10,556,45,25,2
10,452,50,26,0
10,332,64,6,1
10,108,60,21,6
10,26,47,28,0
10,173,40,27,0
10,117,56,23,1
10,340,44,4,6
10,271,113,22,2
10,567,48,26,0
10,477,64,3,5
11,453,53,24,2
11,141,56,0,1
11,15,76,27,1
11,481,47,23,0
11,79,55,26,0
11,162,60,29,1
11,163,46,29,0
11,562,48,7,2
11,282,43,7,1
11,29,44,28,0
11,285,45,7,1
11,204,71,25,12
11,344,40,3,0
11,284,44,7,0
11,33,48,28,3
11,414,44,23,0
11,260,53,3,0
11,555,40,23,0
11,449,50,24,2
11,157,48,29,2
11,186,70,19,2
11,530,44,1,0
11,592,45,27,0
11,191,46,25,0
11,280,54,7,0
11,577,50,12,1
11,219,58,12,2
11,523,40,25,0
11,11,114,27,2
11,521,40,7,0
11,153,40,29,0
11,20,58,27,2
11,100,44,4,0
11,17,58,27,1
11,400,45,9,0
11,557,45,10,1
11,411,43,15,2
11,145,44,29,0
11,416,50,23,0
11,261,63,6,0
11,262,44,6,0
11,151,44,29,0
11,38,48,28,0
11,67,62,1,0
11,119,61,22,6
11,373,71,24,3
11,467,62,24,0
11,177,48,19,2
11,455,48,24,2
11,360,43,10,1
11,266,93,6,0
11,476,45,7,2
11,249,55,6,0
11,143,51,0,0
11,504,48,24,0
11,28,46,28,1
11,69,44,1,6
11,534,50,24,1
11,358,51,0,0
11,259,52,6,2
11,73,48,26,0
11,223,53,12,0
11,376,65,10,0
11,118,54,22,0
11,397,82,9,0
11,496,51,19,0
11,264,51,6,0
11,51,56,28,1
11,495,43,19,0
11,385,48,9,0
11,429,47,15,2
11,277,46,7,2
11,582,45,19,0
11,544,45,29,0
11,55,45,1,1
11,417,43,23,1
11,584,40,22,0
11,279,44,7,0
11,90,54,26,0
11,342,44,3,2
11,428,42,15,0
11,334,56,21,8
11,506,69,10,2
11,489,44,7,0
11,196,40,28,0
11,75,58,26,0
11,128,43,15,0
11,147,39,29,0
11,480,44,23,0
11,561,49,21,2
11,139,43,0,1
11,442,43,15,0
11,48,66,28,0
11,10,44,7,2
11,251,44,6,0
11,209,43,25,0
11,500,44,9,0
11,286,43,7,0
11,8,50,27,0
11,82,69,26,0
11,327,47,21,2
11,313,67,4,7
11,32,50,28,1
11,458,51,24,2
11,212,76,22,6
11,393,81,9,2
11,167,54,19,1
11,413,48,23,0
11,437,49,15,1
11,71,45,1,0
11,243,59,6,0
11,492,52,27,0
11,116,44,22,0
11,540,55,12,2
11,441,44,15,2
11,403,59,9,0
11,195,40,25,0
11,121,56,22,5
11,405,43,23,1
11,407,44,23,0
11,432,49,15,2
11,439,53,15,0
11,292,51,7,1
11,434,40,15,0
11,301,43,4,0
11,148,50,29,2
11,300,49,4,0
11,76,60,26,6
11,276,40,7,0
11,253,58,6,0
11,106,49,22,0
11,181,45,19,0
11,274,49,7,0
11,178,53,19,2
11,597,45,10,0
11,501,40,1,0
11,213,98,25,4
11,215,55,25,0
11,382,59,9,2
11,171,49,19,1
11,25,74,27,0
11,42,47,28,8
11,438,44,15,2
11,450,44,24,0
11,137,43,0,0
11,539,48,23,5
11,241,55,6,2
11,60,50,1,0
11,569,60,26,6
11,553,45,29,4
11,160,45,29,0
11,290,47,7,0
11,0,48,27,0
11,229,87,12,2
11,388,44,9,0
11,63,45,1,1
11,190,50,25,0
11,180,48,19,1
11,469,58,24,0
11,558,48,3,2
11,96,104,26,9
11,568,55,29,2
11,272,43,7,0
11,460,93,24,2
11,325,40,21,0
11,216,65,25,0
11,594,45,0,0
11,589,50,26,0
11,505,41,3,1
11,352,49,3,2
11,516,40,29,0
11,307,72,4,1
11,81,99,26,19
11,541,49,24,0
11,146,40,29,0
11,224,54,12,0
11,44,45,28,0
11,278,42,7,0
11,203,48,25,7
11,468,53,0,0
11,254,54,6,0
11,389,51,9,1
11,392,67,9,0
11,320,45,21,2
11,415,50,23,2
11,39,44,28,0
11,579,45,22,1
11,226,47,12,0
11,526,44,7,0
11,353,52,3,0
11,362,43,10,0
11,233,48,12,0
11,499,62,10,1
11,232,54,12,2
11,299,40,4,0
11,120,44,22,0
11,19,43,27,2
11,363,44,10,0
11,293,50,4,1
11,64,44,1,0
11,4,48,27,0
11,136,46,0,1
11,435,48,15,2
11,77,60,26,6
11,490,53,7,0
11,222,53,12,2
11,319,44,21,0
11,564,69,9,0
11,61,52,1,1
11,275,44,7,7
11,586,45,3,0
11,484,76,25,5
11,140,60,0,0
11,333,47,21,0
11,328,44,21,0
11,324,47,21,0
11,230,76,12,0
11,23,52,27,3
11,283,48,7,0
11,517,44,29,0
11,513,44,29,0
11,245,45,6,0
11,367,72,10,5
11,179,44,19,0
11,466,54,24,0
11,570,50,15,1
11,306,43,4,0
11,36,50,28,1
11,402,107,9,8
11,152,44,29,2
11,512,45,9,1
11,267,89,6,0
11,401,74,9,2
11,406,49,23,1
11,542,45,22,0
11,379,55,9,2
11,464,48,24,0
11,5,66,27,2
11,331,54,21,0
11,487,50,0,0
11,418,45,23,0
11,235,57,12,3
11,423,58,23,0
11,566,83,19,7
11,315,47,21,0
11,366,47,10,0
11,349,45,3,0
11,547,40,15,0
11,503,40,4,0
11,16,59,28,2
11,585,45,4,0
11,156,48,29,2
11,316,43,21,0
11,436,45,15,0
11,451,44,24,3
11,113,50,22,1
11,135,48,0,0
11,443,50,15,0
11,207,66,25,2
11,440,46,15,9
11,58,40,1,1
11,102,50,22,0
11,305,51,4,1
11,565,44,29,0
11,269,50,6,0
11,183,97,19,1
11,346,44,3,0
11,384,57,9,2
11,515,45,29,0
11,475,47,3,1
11,109,54,22,1
11,537,45,3,0
11,370,44,10,0
11,310,63,4,1
11,372,50,10,1
